name,type,sponsoring_org,last_updated,registered,iana_url
.cba,generic,COMMONWEALTH BANK OF AUSTRALIA,2015-06-22,2015-03-26,https://www.iana.org/domains/root/db/cba.html
.commbank,generic,COMMONWEALTH BANK OF AUSTRALIA,2015-06-22,2015-03-26,https://www.iana.org/domains/root/db/commbank.html
.netbank,generic,COMMONWEALTH BANK OF AUSTRALIA,2015-06-22,2015-03-26,https://www.iana.org/domains/root/db/netbank.html
.racing,generic,Premier Registry Limited,2015-07-02,2015-03-26,https://www.iana.org/domains/root/db/racing.html
.ipiranga,generic,Ipiranga Produtos de Petroleo S.A.,2015-07-26,2015-04-02,https://www.iana.org/domains/root/db/ipiranga.html
.nadex,generic,"Nadex Domains, Inc",2016-01-15,2015-04-02,https://www.iana.org/domains/root/db/nadex.html
.nec,generic,NEC Corporation,2016-03-11,2015-04-02,https://www.iana.org/domains/root/db/nec.html
.rent,generic,XYZ.COM LLC,2015-10-21,2015-04-02,https://www.iana.org/domains/root/db/rent.html
.sener,generic,"Sener Ingeniería y Sistemas, S.A.",2016-02-19,2015-04-02,https://www.iana.org/domains/root/db/sener.html
.weir,generic,Weir Group IP Limited,2016-02-19,2015-04-02,https://www.iana.org/domains/root/db/weir.html
.xerox,generic,Xerox DNHC LLC,2016-02-22,2015-04-02,https://www.iana.org/domains/root/db/xerox.html
.abb,generic,ABB Ltd,2016-02-19,2015-04-09,https://www.iana.org/domains/root/db/abb.html
.aig,generic,"American International Group, Inc.",2016-05-02,2015-04-09,https://www.iana.org/domains/root/db/aig.html
.brother,generic,"Brother Industries, Ltd.",2016-03-11,2015-04-09,https://www.iana.org/domains/root/db/brother.html
.icbc,generic,Industrial and Commercial Bank of China Limited,2015-05-13,2015-04-09,https://www.iana.org/domains/root/db/icbc.html
.jewelry,generic,"Wild Bloom, LLC",2015-06-29,2015-04-09,https://www.iana.org/domains/root/db/jewelry.html
.sex,generic,ICM Registry SX LLC,2015-04-18,2015-04-09,https://www.iana.org/domains/root/db/sex.html
.show,generic,"Snow Beach, LLC",2015-06-29,2015-04-09,https://www.iana.org/domains/root/db/show.html
.team,generic,"Atomic Lake, LLC",2015-06-29,2015-04-09,https://www.iana.org/domains/root/db/team.html
.bridgestone,generic,Bridgestone Corporation,2016-04-13,2015-04-16,https://www.iana.org/domains/root/db/bridgestone.html
.cfa,generic,CFA Institute,2016-02-22,2015-04-16,https://www.iana.org/domains/root/db/cfa.html
.cisco,generic,"Cisco Technology, Inc.",2015-05-15,2015-04-16,https://www.iana.org/domains/root/db/cisco.html
.dog,generic,"Koko Mill, LLC",2015-06-24,2015-04-16,https://www.iana.org/domains/root/db/dog.html
.earth,generic,"Interlink Co., Ltd.",2015-05-15,2015-04-16,https://www.iana.org/domains/root/db/earth.html
.seek,generic,Seek Limited,2015-10-24,2015-04-16,https://www.iana.org/domains/root/db/seek.html
.swiss,generic,Swiss Confederation,2015-04-29,2015-04-16,https://www.iana.org/domains/root/db/swiss.html
.toray,generic,"Toray Industries, Inc.",2016-05-06,2015-04-16,https://www.iana.org/domains/root/db/toray.html
.澳門,country-code,Bureau of Telecommunications Regulation (DSRT),2016-04-04,2015-04-21,https://www.iana.org/domains/root/db/xn--mix891f.html
.bbva,generic,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",2016-02-27,2015-04-23,https://www.iana.org/domains/root/db/bbva.html
.corsica,generic,Collectivité Territoriale de Corse,2015-05-16,2015-04-23,https://www.iana.org/domains/root/db/corsica.html
.hitachi,generic,"Hitachi, Ltd.",2015-10-14,2015-04-23,https://www.iana.org/domains/root/db/hitachi.html
.lol,generic,"Uniregistry, Corp.",2015-09-09,2015-04-23,https://www.iana.org/domains/root/db/lol.html
.nokia,generic,Nokia Corporation,2015-08-06,2015-04-23,https://www.iana.org/domains/root/db/nokia.html
.omega,generic,The Swatch Group Ltd,2016-02-24,2015-04-23,https://www.iana.org/domains/root/db/omega.html
.safety,generic,"Safety Registry Services, LLC.",2015-12-24,2015-04-23,https://www.iana.org/domains/root/db/safety.html
.swatch,generic,The Swatch Group Ltd,2016-02-24,2015-04-23,https://www.iana.org/domains/root/db/swatch.html
.工行,generic,Industrial and Commercial Bank of China Limited,2015-05-07,2015-04-23,https://www.iana.org/domains/root/db/xn--estv75g.html
.诺基亚,generic,Nokia Corporation,2015-12-18,2015-04-23,https://www.iana.org/domains/root/db/xn--jlq61u9w7b.html
.accenture,generic,Accenture plc,2016-02-17,2015-04-30,https://www.iana.org/domains/root/db/accenture.html
.azure,generic,Microsoft Corporation,2016-02-27,2015-04-30,https://www.iana.org/domains/root/db/azure.html
.bing,generic,Microsoft Corporation,2016-02-27,2015-04-30,https://www.iana.org/domains/root/db/bing.html
.dell,generic,Dell Inc.,2016-06-15,2015-04-30,https://www.iana.org/domains/root/db/dell.html
.hockey,generic,"Half Willow, LLC",2015-06-29,2015-04-30,https://www.iana.org/domains/root/db/hockey.html
.hotmail,generic,Microsoft Corporation,2016-02-27,2015-04-30,https://www.iana.org/domains/root/db/hotmail.html
.microsoft,generic,Microsoft Corporation,2016-02-27,2015-04-30,https://www.iana.org/domains/root/db/microsoft.html
.run,generic,"Snow Park, LLC",2015-06-29,2015-04-30,https://www.iana.org/domains/root/db/run.html
.scor,generic,SCOR SE,2015-06-23,2015-04-30,https://www.iana.org/domains/root/db/scor.html
.taxi,generic,"Pine Falls, LLC",2015-06-29,2015-04-30,https://www.iana.org/domains/root/db/taxi.html
.theater,generic,"Blue Tigers, LLC",2015-06-29,2015-04-30,https://www.iana.org/domains/root/db/theater.html
.windows,generic,Microsoft Corporation,2016-02-27,2015-04-30,https://www.iana.org/domains/root/db/windows.html
.xbox,generic,Microsoft Corporation,2016-02-29,2015-04-30,https://www.iana.org/domains/root/db/xbox.html
.ελ,country-code,ICS-FORTH GR,2016-06-13,2015-05-06,https://www.iana.org/domains/root/db/xn--qxam.html
.bharti,generic,Bharti Enterprises (Holding) Private Limited,2016-03-09,2015-05-08,https://www.iana.org/domains/root/db/bharti.html
.coupons,generic,"Black Island, LLC",2015-06-29,2015-05-08,https://www.iana.org/domains/root/db/coupons.html
.men,generic,Exclusive Registry Limited,2016-03-21,2015-05-08,https://www.iana.org/domains/root/db/men.html
.sncf,generic,SNCF (Société Nationale des Chemins de fer Francais),2015-06-03,2015-05-08,https://www.iana.org/domains/root/db/sncf.html
.soccer,generic,"Foggy Shadow, LLC",2015-06-29,2015-05-08,https://www.iana.org/domains/root/db/soccer.html
.starhub,generic,StarHub Limited,2015-06-29,2015-05-08,https://www.iana.org/domains/root/db/starhub.html
.餐厅,generic,HU YI GLOBAL INFORMATION RESOURCES (HOLDING) COMPANY. HONGKONG LIMITED,2015-06-01,2015-05-08,https://www.iana.org/domains/root/db/xn--imr513n.html
.bentley,generic,Bentley Motors Limited,2015-09-23,2015-05-14,https://www.iana.org/domains/root/db/bentley.html
.bible,generic,American Bible Society,2015-08-13,2015-05-14,https://www.iana.org/domains/root/db/bible.html
.fyi,generic,"Silver Tigers, LLC",2015-06-24,2015-05-14,https://www.iana.org/domains/root/db/fyi.html
.hoteles,generic,Travel Reservations SRL,2016-06-14,2015-05-14,https://www.iana.org/domains/root/db/hoteles.html
.jll,generic,Jones Lang LaSalle Incorporated,2015-05-23,2015-05-14,https://www.iana.org/domains/root/db/jll.html
.mba,generic,"Lone Hollow, LLC",2015-06-29,2015-05-14,https://www.iana.org/domains/root/db/mba.html
.pamperedchef,generic,"The Pampered Chef, Ltd.",2016-03-03,2015-05-14,https://www.iana.org/domains/root/db/pamperedchef.html
.sandvik,generic,Sandvik AB,2016-02-11,2015-05-14,https://www.iana.org/domains/root/db/sandvik.html
.sandvikcoromant,generic,Sandvik AB,2016-02-11,2015-05-14,https://www.iana.org/domains/root/db/sandvikcoromant.html
.ski,generic,STARTING DOT LIMITED,2016-01-15,2015-05-14,https://www.iana.org/domains/root/db/ski.html
.thd,generic,"Homer TLC, Inc.",2015-05-22,2015-05-14,https://www.iana.org/domains/root/db/thd.html
.walter,generic,Sandvik AB,2016-02-10,2015-05-14,https://www.iana.org/domains/root/db/walter.html
.bom,generic,Núcleo de Informação e Coordenação do Ponto BR - NIC.br,2016-01-29,2015-05-29,https://www.iana.org/domains/root/db/bom.html
.bradesco,generic,Banco Bradesco S.A.,2015-06-26,2015-05-29,https://www.iana.org/domains/root/db/bradesco.html
.final,generic,Núcleo de Informação e Coordenação do Ponto BR - NIC.br,2016-01-29,2015-05-29,https://www.iana.org/domains/root/db/final.html
.homedepot,generic,"Homer TLC, Inc.",2015-06-04,2015-05-29,https://www.iana.org/domains/root/db/homedepot.html
.ist,generic,Istanbul Metropolitan Municipality,2015-08-31,2015-05-29,https://www.iana.org/domains/root/db/ist.html
.istanbul,generic,Istanbul Metropolitan Municipality,2015-11-24,2015-05-29,https://www.iana.org/domains/root/db/istanbul.html
.itau,generic,Itau Unibanco Holding S.A.,2015-07-22,2015-05-29,https://www.iana.org/domains/root/db/itau.html
.barcelona,generic,Municipi de Barcelona,2015-07-08,2015-06-04,https://www.iana.org/domains/root/db/barcelona.html
.bcn,generic,Municipi de Barcelona,2015-07-08,2015-06-04,https://www.iana.org/domains/root/db/bcn.html
.crown,generic,Crown Equipment Corporation,2016-02-24,2015-06-04,https://www.iana.org/domains/root/db/crown.html
.drive,generic,Charleston Road Registry Inc.,2016-03-18,2015-06-04,https://www.iana.org/domains/root/db/drive.html
.lasalle,generic,Jones Lang LaSalle Incorporated,2015-06-11,2015-06-04,https://www.iana.org/domains/root/db/lasalle.html
.office,generic,Microsoft Corporation,2015-06-23,2015-06-04,https://www.iana.org/domains/root/db/office.html
.play,generic,Charleston Road Registry Inc.,2016-03-19,2015-06-04,https://www.iana.org/domains/root/db/play.html
.sakura,generic,SAKURA Internet Inc.,2015-12-29,2015-06-04,https://www.iana.org/domains/root/db/sakura.html
.vista,generic,Vistaprint Limited,2015-06-22,2015-06-04,https://www.iana.org/domains/root/db/vista.html
.vistaprint,generic,Vistaprint Limited,2015-06-22,2015-06-04,https://www.iana.org/domains/root/db/vistaprint.html
.aeg,generic,Aktiebolaget Electrolux,2016-02-19,2015-06-11,https://www.iana.org/domains/root/db/aeg.html
.bnl,generic,Banca Nazionale del Lavoro,2015-06-27,2015-06-11,https://www.iana.org/domains/root/db/bnl.html
.forum,generic,"Fegistry, LLC",2015-10-14,2015-06-11,https://www.iana.org/domains/root/db/forum.html
.genting,generic,Resorts World Inc. Pte. Ltd.,2016-02-19,2015-06-11,https://www.iana.org/domains/root/db/genting.html
.giving,generic,Giving Limited,2015-08-12,2015-06-11,https://www.iana.org/domains/root/db/giving.html
.realty,generic,"Fegistry, LLC",2015-10-16,2015-06-11,https://www.iana.org/domains/root/db/realty.html
.statoil,generic,Statoil ASA,2016-02-17,2015-06-11,https://www.iana.org/domains/root/db/statoil.html
.ubs,generic,UBS AG,2016-02-19,2015-06-11,https://www.iana.org/domains/root/db/ubs.html
.airtel,generic,Bharti Airtel Limited,2016-03-09,2015-06-18,https://www.iana.org/domains/root/db/airtel.html
.boots,generic,THE BOOTS COMPANY PLC,2015-08-05,2015-06-18,https://www.iana.org/domains/root/db/boots.html
.chanel,generic,Chanel International B.V.,2016-02-22,2015-06-18,https://www.iana.org/domains/root/db/chanel.html
.cloud,generic,ARUBA PEC S.p.A.,2015-09-12,2015-06-18,https://www.iana.org/domains/root/db/cloud.html
.lancaster,generic,LANCASTER,2015-07-15,2015-06-18,https://www.iana.org/domains/root/db/lancaster.html
.law,generic,Minds + Machines Group Limited,2015-06-26,2015-06-18,https://www.iana.org/domains/root/db/law.html
.movistar,generic,Telefónica S.A.,2015-06-27,2015-06-18,https://www.iana.org/domains/root/db/movistar.html
.orange,generic,Orange Brand Services Limited,2016-02-19,2015-06-18,https://www.iana.org/domains/root/db/orange.html
.telefonica,generic,Telefónica S.A.,2015-06-26,2015-06-18,https://www.iana.org/domains/root/db/telefonica.html
.app,generic,Charleston Road Registry Inc.,2016-01-29,2015-06-25,https://www.iana.org/domains/root/db/app.html
.delta,generic,"Delta Air Lines, Inc.",2015-07-14,2015-06-25,https://www.iana.org/domains/root/db/delta.html
.fage,generic,Fage International S.A.,2015-08-10,2015-06-25,https://www.iana.org/domains/root/db/fage.html
.live,generic,United TLD Holdco Ltd.,2015-07-08,2015-06-25,https://www.iana.org/domains/root/db/live.html
.studio,generic,United TLD Holdco Ltd.,2015-07-08,2015-06-25,https://www.iana.org/domains/root/db/studio.html
.apple,generic,Apple Inc.,2015-11-04,2015-07-02,https://www.iana.org/domains/root/db/apple.html
.ceb,generic,The Corporate Executive Board Company,2015-08-10,2015-07-02,https://www.iana.org/domains/root/db/ceb.html
.game,generic,"Uniregistry, Corp.",2015-09-09,2015-07-02,https://www.iana.org/domains/root/db/game.html
.mutual,generic,"Northwestern Mutual MU TLD Registry, LLC",2016-04-05,2015-07-02,https://www.iana.org/domains/root/db/mutual.html
.कॉम,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--11b4c3d.html
.点看,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--3pxu8k.html
.คอม,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--42c2d9a.html
‏.קום‎,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--9dbq2a.html
.नेट,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--c2br7g.html
‏.كوم‎,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--fhbei.html
.ком,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--j1aef.html
.닷컴,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--mk1bu44c.html
.大拿,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--pssy2u.html
.닷넷,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--t60b56a.html
.コム,generic,VeriSign Sarl,2016-03-03,2015-07-02,https://www.iana.org/domains/root/db/xn--tckwe.html
.gea,generic,GEA Group Aktiengesellschaft,2015-08-28,2015-07-09,https://www.iana.org/domains/root/db/gea.html
.ice,generic,"IntercontinentalExchange, Inc.",2016-02-27,2015-07-09,https://www.iana.org/domains/root/db/ice.html
.lifeinsurance,generic,American Council of Life Insurers,2016-01-20,2015-07-09,https://www.iana.org/domains/root/db/lifeinsurance.html
.srl,generic,InterNetX Corp.,2015-09-28,2015-07-09,https://www.iana.org/domains/root/db/srl.html
.aco,generic,ACO Severin Ahlmann GmbH & Co. KG,2015-08-27,2015-07-16,https://www.iana.org/domains/root/db/aco.html
.bet,generic,Afilias plc,2015-07-24,2015-07-16,https://www.iana.org/domains/root/db/bet.html
.lexus,generic,TOYOTA MOTOR CORPORATION,2016-03-11,2015-07-16,https://www.iana.org/domains/root/db/lexus.html
.lixil,generic,LIXIL Group Corporation,2016-03-11,2015-07-16,https://www.iana.org/domains/root/db/lixil.html
.pet,generic,Afilias plc,2015-07-26,2015-07-16,https://www.iana.org/domains/root/db/pet.html
.sanofi,generic,Sanofi,2016-02-19,2015-07-16,https://www.iana.org/domains/root/db/sanofi.html
.tatamotors,generic,Tata Motors Ltd,2016-02-19,2015-07-16,https://www.iana.org/domains/root/db/tatamotors.html
.toyota,generic,TOYOTA MOTOR CORPORATION,2016-03-11,2015-07-16,https://www.iana.org/domains/root/db/toyota.html
.vin,generic,"Holly Shadow, LLC",2015-09-23,2015-07-23,https://www.iana.org/domains/root/db/vin.html
.wine,generic,"June Station, LLC",2015-09-23,2015-07-23,https://www.iana.org/domains/root/db/wine.html
.xperia,generic,Sony Mobile Communications AB,2016-02-21,2015-07-23,https://www.iana.org/domains/root/db/xperia.html
.cipriani,generic,Hotel Cipriani Srl,2015-10-09,2015-07-30,https://www.iana.org/domains/root/db/cipriani.html
.group,generic,"Romeo Town, LLC",2015-09-23,2015-07-30,https://www.iana.org/domains/root/db/group.html
.vip,generic,Minds + Machines Group Limited,2015-11-26,2015-07-30,https://www.iana.org/domains/root/db/vip.html
.mtr,generic,MTR Corporation Limited,2016-03-03,2015-07-31,https://www.iana.org/domains/root/db/mtr.html
.amica,generic,Amica Mutual Insurance Company,2015-08-29,2015-08-06,https://www.iana.org/domains/root/db/amica.html
.csc,generic,"Alliance-One Services, Inc.",2016-03-09,2015-08-06,https://www.iana.org/domains/root/db/csc.html
.family,generic,United TLD Holdco Ltd.,2015-08-11,2015-08-06,https://www.iana.org/domains/root/db/family.html
.ltd,generic,"Over Corner, LLC",2015-09-23,2015-08-06,https://www.iana.org/domains/root/db/ltd.html
.quest,generic,Quest ION Limited,2016-02-06,2015-08-06,https://www.iana.org/domains/root/db/quest.html
.新闻,generic,Xinhua News Agency Guangdong Branch 新华通讯社广东分社,2015-08-24,2015-08-06,https://www.iana.org/domains/root/db/xn--efvy88h.html
.aaa,generic,"American Automobile Association, Inc.",2015-08-28,2015-08-13,https://www.iana.org/domains/root/db/aaa.html
.beats,generic,"Beats Electronics, LLC",2015-11-03,2015-08-13,https://www.iana.org/domains/root/db/beats.html
.mom,generic,"Uniregistry, Corp.",2015-08-19,2015-08-13,https://www.iana.org/domains/root/db/mom.html
.protection,generic,XYZ.COM LLC,2016-02-24,2015-08-13,https://www.iana.org/domains/root/db/protection.html
.stada,generic,STADA Arzneimittel AG,2015-09-13,2015-08-13,https://www.iana.org/domains/root/db/stada.html
.theatre,generic,XYZ.COM LLC,2015-10-20,2015-08-13,https://www.iana.org/domains/root/db/theatre.html
.aramco,generic,Aramco Services Company,2015-10-15,2015-08-20,https://www.iana.org/domains/root/db/aramco.html
.mls,generic,The Canadian Real Estate Association,2016-04-20,2015-08-20,https://www.iana.org/domains/root/db/mls.html
.stc,generic,Saudi Telecom Company,2015-10-21,2015-08-20,https://www.iana.org/domains/root/db/stc.html
.stcgroup,generic,Saudi Telecom Company,2015-10-21,2015-08-20,https://www.iana.org/domains/root/db/stcgroup.html
.viva,generic,Saudi Telecom Company,2015-10-21,2015-08-20,https://www.iana.org/domains/root/db/viva.html
‏.ارامكو‎,generic,Aramco Services Company,2015-10-15,2015-08-20,https://www.iana.org/domains/root/db/xn--mgba3a3ejt.html
.car,generic,Cars Registry Limited,2015-09-09,2015-08-26,https://www.iana.org/domains/root/db/car.html
.linde,generic,Linde Aktiengesellschaft,2016-02-22,2015-09-03,https://www.iana.org/domains/root/db/linde.html
.obi,generic,OBI Group Holding SE & Co. KGaA,2016-02-27,2015-09-03,https://www.iana.org/domains/root/db/obi.html
.security,generic,XYZ.COM LLC,2016-02-24,2015-09-03,https://www.iana.org/domains/root/db/security.html
.tab,generic,Tabcorp Holdings Limited,2015-11-24,2015-09-04,https://www.iana.org/domains/root/db/tab.html
.bms,generic,Bristol-Myers Squibb Company,2016-02-22,2015-09-10,https://www.iana.org/domains/root/db/bms.html
.ferrero,generic,Ferrero Trading Lux S.A.,2015-11-07,2015-09-10,https://www.iana.org/domains/root/db/ferrero.html
.kinder,generic,Ferrero Trading Lux S.A.,2015-10-09,2015-09-10,https://www.iana.org/domains/root/db/kinder.html
.moi,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-09-10,https://www.iana.org/domains/root/db/moi.html
.rocher,generic,Ferrero Trading Lux S.A.,2015-11-09,2015-09-10,https://www.iana.org/domains/root/db/rocher.html
.virgin,generic,Virgin Enterprises Limited,2015-10-07,2015-09-10,https://www.iana.org/domains/root/db/virgin.html
.yamaxun,generic,"Amazon Registry Services, Inc.",2015-10-07,2015-09-10,https://www.iana.org/domains/root/db/yamaxun.html
.zara,generic,"Industria de Diseño Textil, S.A. (INDITEX, S.A.)",2015-10-27,2015-09-10,https://www.iana.org/domains/root/db/zara.html
.health,generic,"DotHealth, LLC",2016-01-26,2015-09-17,https://www.iana.org/domains/root/db/health.html
.hyundai,generic,Hyundai Motor Company,2016-05-06,2015-09-17,https://www.iana.org/domains/root/db/hyundai.html
.kia,generic,KIA MOTORS CORPORATION,2016-05-06,2015-09-17,https://www.iana.org/domains/root/db/kia.html
.stockholm,generic,Stockholms kommun,2015-09-26,2015-09-17,https://www.iana.org/domains/root/db/stockholm.html
.seven,generic,Seven West Media Ltd,2015-09-26,2015-09-23,https://www.iana.org/domains/root/db/seven.html
.arte,generic,Association Relative à la Télévision Européenne G.E.I.E.,2016-02-19,2015-09-24,https://www.iana.org/domains/root/db/arte.html
.cityeats,generic,"Lifestyle Domain Holdings, Inc.",2016-02-22,2015-09-24,https://www.iana.org/domains/root/db/cityeats.html
.clubmed,generic,Club Méditerranée S.A.,2016-02-19,2015-09-24,https://www.iana.org/domains/root/db/clubmed.html
.mutuelle,generic,Fédération Nationale de la Mutualité Française,2015-10-23,2015-09-24,https://www.iana.org/domains/root/db/mutuelle.html
.norton,generic,Symantec Corporation,2016-06-14,2015-09-24,https://www.iana.org/domains/root/db/norton.html
.ping,generic,"Ping Registry Provider, Inc.",2015-10-29,2015-09-24,https://www.iana.org/domains/root/db/ping.html
.playstation,generic,Sony Computer Entertainment Inc.,2016-04-13,2015-09-24,https://www.iana.org/domains/root/db/playstation.html
.sbs,generic,SPECIAL BROADCASTING SERVICE CORPORATION,2016-02-22,2015-09-24,https://www.iana.org/domains/root/db/sbs.html
.symantec,generic,Symantec Corporation,2016-06-14,2015-09-24,https://www.iana.org/domains/root/db/symantec.html
.vana,generic,"Lifestyle Domain Holdings, Inc.",2016-02-21,2015-09-24,https://www.iana.org/domains/root/db/vana.html
.lifestyle,generic,"Lifestyle Domain Holdings, Inc.",2016-02-22,2015-10-01,https://www.iana.org/domains/root/db/lifestyle.html
.nikon,generic,NIKON CORPORATION,2016-02-27,2015-10-01,https://www.iana.org/domains/root/db/nikon.html
.rwe,generic,RWE AG,2016-02-19,2015-10-01,https://www.iana.org/domains/root/db/rwe.html
.broadway,generic,"Celebrate Broadway, Inc.",2015-11-18,2015-10-08,https://www.iana.org/domains/root/db/broadway.html
.comsec,generic,"VeriSign, Inc.",2016-03-02,2015-10-08,https://www.iana.org/domains/root/db/comsec.html
.creditunion,generic,"CUNA Performance Resources, LLC",2015-11-10,2015-10-15,https://www.iana.org/domains/root/db/creditunion.html
.gallup,generic,"Gallup, Inc.",2016-02-11,2015-10-15,https://www.iana.org/domains/root/db/gallup.html
.jaguar,generic,Jaguar Land Rover Ltd,2016-02-19,2015-10-15,https://www.iana.org/domains/root/db/jaguar.html
.landrover,generic,Jaguar Land Rover Ltd,2016-02-21,2015-10-15,https://www.iana.org/domains/root/db/landrover.html
.viking,generic,Viking River Cruises (Bermuda) Ltd.,2016-02-22,2015-10-15,https://www.iana.org/domains/root/db/viking.html
.aarp,generic,AARP,2016-02-22,2015-10-22,https://www.iana.org/domains/root/db/aarp.html
.ally,generic,Ally Financial Inc.,2016-03-24,2015-10-22,https://www.iana.org/domains/root/db/ally.html
.barefoot,generic,"Gallo Vineyards, Inc.",2016-03-24,2015-10-24,https://www.iana.org/domains/root/db/barefoot.html
.gallo,generic,"Gallo Vineyards, Inc.",2016-03-22,2015-10-24,https://www.iana.org/domains/root/db/gallo.html
.fairwinds,generic,"FairWinds Partners, LLC",2016-02-22,2015-10-29,https://www.iana.org/domains/root/db/fairwinds.html
.firestone,generic,Bridgestone Corporation,2016-04-13,2015-10-29,https://www.iana.org/domains/root/db/firestone.html
.grainger,generic,"Grainger Registry Services, LLC",2015-11-13,2015-10-29,https://www.iana.org/domains/root/db/grainger.html
.kfh,generic,Kuwait Finance House,2016-01-07,2015-10-29,https://www.iana.org/domains/root/db/kfh.html
.pnc,generic,"PNC Domain Co., LLC",2016-07-02,2015-10-29,https://www.iana.org/domains/root/db/pnc.html
‏.بيتك‎,generic,Kuwait Finance House,2016-01-07,2015-10-29,https://www.iana.org/domains/root/db/xn--ngbe9e0a.html
.boehringer,generic,Boehringer Ingelheim International GmbH,2015-11-25,2015-11-06,https://www.iana.org/domains/root/db/boehringer.html
.bostik,generic,Bostik SA,2015-11-25,2015-11-06,https://www.iana.org/domains/root/db/bostik.html
.insurance,generic,fTLD Registry Services LLC,2016-02-21,2015-11-06,https://www.iana.org/domains/root/db/insurance.html
.shell,generic,Shell Information Technology International Inc,2016-02-24,2015-11-06,https://www.iana.org/domains/root/db/shell.html
.statefarm,generic,State Farm Mutual Automobile Insurance Company,2015-12-24,2015-11-06,https://www.iana.org/domains/root/db/statefarm.html
.verisign,generic,"VeriSign, Inc.",2016-03-02,2015-11-06,https://www.iana.org/domains/root/db/verisign.html
.audi,generic,AUDI Aktiengesellschaft,2015-11-25,2015-11-12,https://www.iana.org/domains/root/db/audi.html
.author,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/author.html
.book,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/book.html
.bot,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/bot.html
.bugatti,generic,Bugatti International SA,2015-11-25,2015-11-12,https://www.iana.org/domains/root/db/bugatti.html
.call,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/call.html
.circle,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/circle.html
.fast,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/fast.html
.got,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/got.html
.jot,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/jot.html
.joy,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/joy.html
.lamborghini,generic,Automobili Lamborghini S.p.A.,2015-11-25,2015-11-12,https://www.iana.org/domains/root/db/lamborghini.html
.like,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/like.html
.med,generic,Medistry LLC,2016-02-21,2015-11-12,https://www.iana.org/domains/root/db/med.html
.pin,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/pin.html
.read,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/read.html
.room,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/room.html
.safe,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/safe.html
.salon,generic,"Outer Orchard, LLC",2015-12-07,2015-11-12,https://www.iana.org/domains/root/db/salon.html
.sfr,generic,Societe Francaise du Radiotelephone - SFR,2015-12-01,2015-11-12,https://www.iana.org/domains/root/db/sfr.html
.smile,generic,"Amazon Registry Services, Inc.",2015-12-07,2015-11-12,https://www.iana.org/domains/root/db/smile.html
.tushu,generic,"Amazon Registry Services, Inc.",2015-12-14,2015-11-12,https://www.iana.org/domains/root/db/tushu.html
.wanggou,generic,"Amazon Registry Services, Inc.",2015-12-15,2015-11-12,https://www.iana.org/domains/root/db/wanggou.html
.watches,generic,Richemont DNS Inc.,2015-12-17,2015-11-12,https://www.iana.org/domains/root/db/watches.html
.手表,generic,Richemont DNS Inc.,2015-12-17,2015-11-12,https://www.iana.org/domains/root/db/xn--kpu716f.html
.珠宝,generic,Richemont DNS Inc.,2015-12-17,2015-11-12,https://www.iana.org/domains/root/db/xn--pbt977c.html
.zero,generic,"Amazon Registry Services, Inc.",2015-12-07,2015-11-12,https://www.iana.org/domains/root/db/zero.html
