name,type,sponsoring_org,last_updated,registered,iana_url
.移动,generic,Afilias Limited,2014-02-05,2014-01-23,https://www.iana.org/domains/root/db/xn--6frz82g.html
.catering,generic,New Falls. LLC,2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/catering.html
.cleaning,generic,"Fox Shadow, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/cleaning.html
.consulting,generic,"United TLD Holdco, LTD.",2015-09-23,2014-01-30,https://www.iana.org/domains/root/db/consulting.html
.cruises,generic,"Spring Way, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/cruises.html
.events,generic,"Pioneer Maple, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/events.html
.exposed,generic,"Victor Beach, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/exposed.html
.flights,generic,"Fox Station, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/flights.html
.partners,generic,"Magic Glen, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/partners.html
.properties,generic,"Big Pass, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/properties.html
.rentals,generic,"Big Hollow,LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/rentals.html
.report,generic,"Binky Glen, LLC",2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/report.html
.cards,generic,"Foggy Hollow, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/cards.html
.condos,generic,"Pine House, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/condos.html
.foundation,generic,"John Dale, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/foundation.html
.futbol,generic,"United TLD Holdco, Ltd.",2015-06-11,2014-02-06,https://www.iana.org/domains/root/db/futbol.html
.maison,generic,"Victor Frostbite, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/maison.html
.neustar,generic,"NeuStar, Inc.",2015-08-19,2014-02-06,https://www.iana.org/domains/root/db/neustar.html
.parts,generic,"Sea Goodbye, LLC",2015-06-30,2014-02-06,https://www.iana.org/domains/root/db/parts.html
.productions,generic,"Magic Birch, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/productions.html
.reviews,generic,"United TLD Holdco, Ltd.",2015-06-11,2014-02-06,https://www.iana.org/domains/root/db/reviews.html
.villas,generic,"New Sky, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/villas.html
.vision,generic,"Koko Station, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/vision.html
.wiki,generic,"Top Level Design, LLC",2015-10-16,2014-02-06,https://www.iana.org/domains/root/db/wiki.html
‏.بازار‎,generic,CORE Association,2015-03-31,2014-02-06,https://www.iana.org/domains/root/db/xn--mgbab2bd.html
.xyz,generic,XYZ.COM LLC,2015-03-18,2014-02-06,https://www.iana.org/domains/root/db/xyz.html
.bar,generic,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable,2015-10-14,2014-02-13,https://www.iana.org/domains/root/db/bar.html
.bid,generic,dot Bid Limited,2015-07-02,2014-02-13,https://www.iana.org/domains/root/db/bid.html
.christmas,generic,"Uniregistry, Corp.",2015-09-09,2014-02-13,https://www.iana.org/domains/root/db/christmas.html
.fish,generic,"Fox Woods, LLC",2015-06-29,2014-02-13,https://www.iana.org/domains/root/db/fish.html
.industries,generic,"Outer House, LLC",2015-06-29,2014-02-13,https://www.iana.org/domains/root/db/industries.html
.london,generic,Dot London Domains Limited,2016-04-16,2014-02-13,https://www.iana.org/domains/root/db/london.html
.supplies,generic,"Atomic Fields, LLC",2015-06-29,2014-02-13,https://www.iana.org/domains/root/db/supplies.html
.supply,generic,"Half Falls, LLC",2015-06-29,2014-02-13,https://www.iana.org/domains/root/db/supply.html
.vacations,generic,"Atomic Tigers, LLC",2015-06-29,2014-02-13,https://www.iana.org/domains/root/db/vacations.html
.vote,generic,Monolith Registry LLC,2014-03-03,2014-02-13,https://www.iana.org/domains/root/db/vote.html
.voto,generic,Monolith Registry LLC,2014-03-03,2014-02-13,https://www.iana.org/domains/root/db/voto.html
.дети,generic,The Foundation for Network Initiatives “The Smart Internet”,2015-06-24,2014-02-13,https://www.iana.org/domains/root/db/xn--d1acj3b.html
.actor,generic,United TLD Holdco Ltd.,2015-06-11,2014-02-20,https://www.iana.org/domains/root/db/actor.html
.best,generic,BestTLD Pty Ltd,2014-02-27,2014-02-20,https://www.iana.org/domains/root/db/best.html
.globo,generic,Globo Comunicação e Participações S.A,2014-05-05,2014-02-20,https://www.iana.org/domains/root/db/globo.html
.koeln,generic,NetCologne Gesellschaft für Telekommunikation mbH,2014-03-05,2014-02-20,https://www.iana.org/domains/root/db/koeln.html
.kred,generic,KredTLD Pty Ltd,2014-02-27,2014-02-20,https://www.iana.org/domains/root/db/kred.html
.okinawa,generic,"BRregistry, Inc.",2016-06-15,2014-02-20,https://www.iana.org/domains/root/db/okinawa.html
.pub,generic,United TLD Holdco Ltd.,2015-06-11,2014-02-20,https://www.iana.org/domains/root/db/pub.html
.dnp,generic,"Dai Nippon Printing Co., Ltd.",2016-02-17,2014-02-27,https://www.iana.org/domains/root/db/dnp.html
.gmo,generic,"GMO Internet, Inc.",2016-01-20,2014-02-27,https://www.iana.org/domains/root/db/gmo.html
.ink,generic,"Top Level Design, LLC",2015-10-16,2014-02-27,https://www.iana.org/domains/root/db/ink.html
.sohu,generic,Sohu.com Limited,2014-03-25,2014-02-27,https://www.iana.org/domains/root/db/sohu.html
.орг,generic,Public Interest Registry,2016-05-09,2014-02-27,https://www.iana.org/domains/root/db/xn--c1avg.html
.商城,generic,Zodiac Aquarius Limited,2014-07-26,2014-02-27,https://www.iana.org/domains/root/db/xn--czru2d.html
.संगठन,generic,Public Interest Registry,2016-05-09,2014-02-27,https://www.iana.org/domains/root/db/xn--i1b6b1a6a2e.html
.机构,generic,Public Interest Registry,2016-05-09,2014-02-27,https://www.iana.org/domains/root/db/xn--nqv7f.html
.组织机构,generic,Public Interest Registry,2016-05-09,2014-02-27,https://www.iana.org/domains/root/db/xn--nqv7fs00ema.html
.budapest,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/budapest.html
.cooking,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/cooking.html
.country,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/country.html
.fishing,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/fishing.html
.horse,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/horse.html
.miami,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/miami.html
.ren,generic,"Beijing Qianxiang Wangjing Technology Development Co., Ltd.",2014-03-27,2014-02-28,https://www.iana.org/domains/root/db/ren.html
.rodeo,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/rodeo.html
.vodka,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/vodka.html
.desi,generic,Desi Networks LLC,2016-01-29,2014-03-06,https://www.iana.org/domains/root/db/desi.html
.eus,generic,Puntueus Fundazioa,2015-03-31,2014-03-06,https://www.iana.org/domains/root/db/eus.html
.feedback,generic,"Top Level Spectrum, Inc.",2015-10-14,2014-03-06,https://www.iana.org/domains/root/db/feedback.html
.gop,generic,"Republican State Leadership Committee, Inc.",2014-12-01,2014-03-06,https://www.iana.org/domains/root/db/gop.html
.jetzt,generic,"Wild Frostbite, LLC",2016-06-02,2014-03-06,https://www.iana.org/domains/root/db/jetzt.html
.rest,generic,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable,2015-10-21,2014-03-06,https://www.iana.org/domains/root/db/rest.html
.trade,generic,Elite Registry Limited,2015-07-02,2014-03-06,https://www.iana.org/domains/root/db/trade.html
.webcam,generic,dot Webcam Limited,2015-07-02,2014-03-06,https://www.iana.org/domains/root/db/webcam.html
.世界,generic,Stable Tone Limited,2014-03-12,2014-03-06,https://www.iana.org/domains/root/db/xn--rhqv96g.html
.axa,generic,AXA SA,2016-06-17,2014-03-13,https://www.iana.org/domains/root/db/axa.html
.bayern,generic,Bayern Connect GmbH,2016-04-16,2014-03-13,https://www.iana.org/domains/root/db/bayern.html
.beer,generic,Top Level Domain Holdings Limited,2016-04-16,2014-03-13,https://www.iana.org/domains/root/db/beer.html
.college,generic,XYZ.COM LLC,2015-10-10,2014-03-13,https://www.iana.org/domains/root/db/college.html
.cologne,generic,NetCologne Gesellschaft für Telekommunikation mbH,2014-03-19,2014-03-13,https://www.iana.org/domains/root/db/cologne.html
.gal,generic,Asociación puntoGAL,2015-03-31,2014-03-13,https://www.iana.org/domains/root/db/gal.html
.luxe,generic,Top Level Domain Holdings Limited,2016-04-16,2014-03-13,https://www.iana.org/domains/root/db/luxe.html
.moe,generic,"Interlink Co., Ltd.",2014-03-31,2014-03-13,https://www.iana.org/domains/root/db/moe.html
.nyc,generic,The City of New York by and through the New York City Department of Information Technology & Telecommunications,2015-07-30,2014-03-13,https://www.iana.org/domains/root/db/nyc.html
.quebec,generic,PointQuébec Inc,2015-09-12,2014-03-13,https://www.iana.org/domains/root/db/quebec.html
.ryukyu,generic,"BRregistry, Inc.",2016-06-15,2014-03-13,https://www.iana.org/domains/root/db/ryukyu.html
.surf,generic,Top Level Domain Holdings Limited,2016-04-16,2014-03-13,https://www.iana.org/domains/root/db/surf.html
.网址,generic,"KNET Co., Ltd",2015-12-11,2014-03-13,https://www.iana.org/domains/root/db/xn--ses554g.html
.archi,generic,STARTING DOT LIMITED,2016-01-30,2014-03-20,https://www.iana.org/domains/root/db/archi.html
.black,generic,Afilias Limited,2014-03-27,2014-03-20,https://www.iana.org/domains/root/db/black.html
.career,generic,dotCareer LLC,2016-01-20,2014-03-20,https://www.iana.org/domains/root/db/career.html
.foo,generic,Charleston Road Registry Inc.,2016-02-06,2014-03-20,https://www.iana.org/domains/root/db/foo.html
.meet,generic,Afilias Limited,2014-03-27,2014-03-20,https://www.iana.org/domains/root/db/meet.html
.saarland,generic,dotSaarland GmbH,2016-01-30,2014-03-20,https://www.iana.org/domains/root/db/saarland.html
.soy,generic,Charleston Road Registry Inc.,2016-01-15,2014-03-20,https://www.iana.org/domains/root/db/soy.html
.vegas,generic,"Dot Vegas, Inc.",2014-03-31,2014-03-20,https://www.iana.org/domains/root/db/vegas.html
.haus,generic,"United TLD Holdco, LTD.",2015-06-14,2014-03-26,https://www.iana.org/domains/root/db/haus.html
.paris,generic,City of Paris,2016-05-16,2014-03-27,https://www.iana.org/domains/root/db/paris.html
.praxi,generic,Praxi S.p.A.,2014-07-22,2014-03-27,https://www.iana.org/domains/root/db/praxi.html
.yokohama,generic,"GMO Registry, Inc.",2016-03-17,2014-03-27,https://www.iana.org/domains/root/db/yokohama.html
.associates,generic,"Baxter Hill, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/associates.html
.capital,generic,"Delta Mill, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/capital.html
.engineering,generic,Romeo Canyon,2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/engineering.html
.frogans,generic,OP3FT,2016-04-06,2014-04-03,https://www.iana.org/domains/root/db/frogans.html
.gripe,generic,"Corn Sunset, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/gripe.html
.lease,generic,"Victor Trail, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/lease.html
.media,generic,"Grand Glen, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/media.html
.pictures,generic,"Foggy Sky, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/pictures.html
.reisen,generic,"New Cypress, LLC",2015-06-30,2014-04-03,https://www.iana.org/domains/root/db/reisen.html
.services,generic,"Fox Castle, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/services.html
.town,generic,"Koko Moon, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/town.html
.toys,generic,"Pioneer Orchard, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/toys.html
.university,generic,"Little Station, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/university.html
.clinic,generic,"Goose Park, LLC",2015-06-29,2014-04-11,https://www.iana.org/domains/root/db/clinic.html
.fitness,generic,"Brice Orchard, LLC",2015-06-29,2014-04-11,https://www.iana.org/domains/root/db/fitness.html
.schule,generic,"Outer Moon, LLC",2015-06-29,2014-04-11,https://www.iana.org/domains/root/db/schule.html
.airforce,generic,United TLD Holdco Ltd.,2015-06-11,2014-04-17,https://www.iana.org/domains/root/db/airforce.html
.blackfriday,generic,"Uniregistry, Corp.",2015-09-09,2014-04-17,https://www.iana.org/domains/root/db/blackfriday.html
.care,generic,"Goose Cross, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/care.html
.cash,generic,"Delta Lake, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/cash.html
.citic,generic,CITIC Group Corporation,2014-04-29,2014-04-17,https://www.iana.org/domains/root/db/citic.html
.dental,generic,"Tin Birch, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/dental.html
.digital,generic,"Dash Park, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/digital.html
.discount,generic,"Holly Hill, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/discount.html
.exchange,generic,"Spring Falls, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/exchange.html
.fail,generic,"Atomic Pipe, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/fail.html
.financial,generic,"Just Cover, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/financial.html
.fund,generic,"John Castle, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/fund.html
.furniture,generic,"Lone Fields, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/furniture.html
.gratis,generic,"Pioneer Tigers, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/gratis.html
.investments,generic,"Holly Glen, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/investments.html
.limited,generic,"Big Fest, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/limited.html
.moscow,generic,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),2016-02-11,2014-04-17,https://www.iana.org/domains/root/db/moscow.html
.surgery,generic,"Tin Avenue, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/surgery.html
.tax,generic,"Storm Orchard, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/tax.html
.wtc,generic,"World Trade Centers Association, Inc.",2014-05-02,2014-04-17,https://www.iana.org/domains/root/db/wtc.html
.wtf,generic,"Hidden Way, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/wtf.html
.москва,generic,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),2016-02-11,2014-04-17,https://www.iana.org/domains/root/db/xn--80adxhks.html
.мкд,country-code,Macedonian Academic Research Network Skopje,2014-10-24,2014-04-21,https://www.iana.org/domains/root/db/xn--d1alf.html
.accountants,generic,"Knob Town, LLC",2015-06-29,2014-04-24,https://www.iana.org/domains/root/db/accountants.html
.auction,generic,"United TLD HoldCo, Ltd.",2015-06-11,2014-04-24,https://www.iana.org/domains/root/db/auction.html
.credit,generic,"Snow Shadow, LLC",2015-06-29,2014-04-24,https://www.iana.org/domains/root/db/credit.html
.creditcard,generic,"Binky Frostbite, LLC",2015-06-29,2014-04-24,https://www.iana.org/domains/root/db/creditcard.html
.finance,generic,"Cotton Cypress, LLC",2015-06-29,2014-04-24,https://www.iana.org/domains/root/db/finance.html
.insure,generic,"Pioneer Willow, LLC",2015-06-29,2014-04-24,https://www.iana.org/domains/root/db/insure.html
.nhk,generic,Japan Broadcasting Corporation (NHK),2016-05-23,2014-04-24,https://www.iana.org/domains/root/db/nhk.html
.autos,generic,"DERAutos, LLC",2015-03-13,2014-05-01,https://www.iana.org/domains/root/db/autos.html
.claims,generic,"Black Corner, LLC",2015-06-29,2014-05-01,https://www.iana.org/domains/root/db/claims.html
.homes,generic,"DERHomes, LLC",2015-03-13,2014-05-01,https://www.iana.org/domains/root/db/homes.html
.motorcycles,generic,"DERMotorcycles, LLC",2015-03-13,2014-05-01,https://www.iana.org/domains/root/db/motorcycles.html
.ovh,generic,OVH SAS,2016-05-26,2014-05-01,https://www.iana.org/domains/root/db/ovh.html
.yachts,generic,"DERYachts, LLC",2015-03-13,2014-05-01,https://www.iana.org/domains/root/db/yachts.html
.audio,generic,"Uniregistry, Corp.",2015-09-09,2014-05-08,https://www.iana.org/domains/root/db/audio.html
.church,generic,"Holly Fileds, LLC",2015-06-29,2014-05-08,https://www.iana.org/domains/root/db/church.html
.guide,generic,"Snow Moon, LLC",2015-06-29,2014-05-08,https://www.iana.org/domains/root/db/guide.html
.hiphop,generic,"Uniregistry, Corp.",2015-09-09,2014-05-08,https://www.iana.org/domains/root/db/hiphop.html
.juegos,generic,"Uniregistry, Corp.",2015-09-09,2014-05-08,https://www.iana.org/domains/root/db/juegos.html
.life,generic,"Trixy Oaks, LLC",2015-06-29,2014-05-08,https://www.iana.org/domains/root/db/life.html
.loans,generic,"June Woods, LLC",2015-06-29,2014-05-08,https://www.iana.org/domains/root/db/loans.html
.商标,generic,HU YI GLOBAL INFORMATION RESOURCES(HOLDING) COMPANY.HONGKONG LIMITED,2014-05-22,2014-05-08,https://www.iana.org/domains/root/db/xn--czr694b.html
.bio,generic,STARTING DOT LIMITED,2016-01-30,2014-05-15,https://www.iana.org/domains/root/db/bio.html
.reise,generic,"Foggy Way, LLC",2015-07-10,2014-05-15,https://www.iana.org/domains/root/db/reise.html
.rio,generic,Empresa Municipal de Informática SA - IPLANRIO,2014-05-22,2014-05-15,https://www.iana.org/domains/root/db/rio.html
.versicherung,generic,dotversicherung-registry GmbH,2016-01-21,2014-05-15,https://www.iana.org/domains/root/db/versicherung.html
‏.موقع‎,generic,Suhub Electronic Establishment,2014-05-28,2014-05-15,https://www.iana.org/domains/root/db/xn--4gbrim.html
.attorney,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/attorney.html
.caravan,generic,"Caravan International, Inc.",2014-08-15,2014-05-22,https://www.iana.org/domains/root/db/caravan.html
.degree,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/degree.html
.dentist,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/dentist.html
.direct,generic,"Half Trail, LLC",2015-06-29,2014-05-22,https://www.iana.org/domains/root/db/direct.html
.hamburg,generic,Hamburg Top-Level-Domain GmbH,2016-01-21,2014-05-22,https://www.iana.org/domains/root/db/hamburg.html
.hiv,generic,"Uniregistry, Corp.",2016-02-24,2014-05-22,https://www.iana.org/domains/root/db/hiv.html
.host,generic,DotHost Inc.,2015-07-20,2014-05-22,https://www.iana.org/domains/root/db/host.html
.lawyer,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/lawyer.html
.market,generic,"United TLD Holdco, Ltd",2015-08-26,2014-05-22,https://www.iana.org/domains/root/db/market.html
.mortgage,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/mortgage.html
.press,generic,DotPress Inc.,2015-07-20,2014-05-22,https://www.iana.org/domains/root/db/press.html
.software,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/software.html
.space,generic,DotSpace Inc.,2015-07-24,2014-05-22,https://www.iana.org/domains/root/db/space.html
.vet,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/vet.html
.website,generic,DotWebsite Inc.,2015-07-20,2014-05-22,https://www.iana.org/domains/root/db/website.html
.army,generic,United TLD Holdco Ltd.,2015-06-11,2014-05-29,https://www.iana.org/domains/root/db/army.html
.bzh,generic,Association www.bzh,2016-04-02,2014-05-29,https://www.iana.org/domains/root/db/bzh.html
.engineer,generic,United TLD Holdco Ltd.,2015-06-11,2014-05-29,https://www.iana.org/domains/root/db/engineer.html
.gives,generic,United TLD Holdco Ltd.,2015-06-11,2014-05-29,https://www.iana.org/domains/root/db/gives.html
.global,generic,Dot Global Domain Registry Limited,2015-02-08,2014-05-29,https://www.iana.org/domains/root/db/global.html
.navy,generic,United TLD Holdco Ltd.,2015-06-11,2014-05-29,https://www.iana.org/domains/root/db/navy.html
.nrw,generic,Minds + Machines GmbH,2015-11-17,2014-05-29,https://www.iana.org/domains/root/db/nrw.html
.organic,generic,Afilias Limited,2014-06-13,2014-05-29,https://www.iana.org/domains/root/db/organic.html
.rehab,generic,United TLD Holdco Ltd.,2015-06-11,2014-05-29,https://www.iana.org/domains/root/db/rehab.html
.republican,generic,United TLD Holdco Ltd.,2015-06-11,2014-05-29,https://www.iana.org/domains/root/db/republican.html
.tirol,generic,punkt Tirol GmbH,2016-01-21,2014-05-29,https://www.iana.org/domains/root/db/tirol.html
.bmw,generic,Bayerische Motoren Werke Aktiengesellschaft,2016-01-26,2014-06-05,https://www.iana.org/domains/root/db/bmw.html
.brussels,generic,DNS.be vzw,2015-12-24,2014-06-05,https://www.iana.org/domains/root/db/brussels.html
.capetown,generic,ZA Central Registry NPC trading as ZA Central Registry,2014-06-19,2014-06-05,https://www.iana.org/domains/root/db/capetown.html
.durban,generic,ZA Central Registry NPC trading as ZA Central Registry,2014-06-19,2014-06-05,https://www.iana.org/domains/root/db/durban.html
.joburg,generic,ZA Central Registry NPC trading as ZA Central Registry,2014-06-19,2014-06-05,https://www.iana.org/domains/root/db/joburg.html
.lotto,generic,Afilias Limited,2014-06-19,2014-06-05,https://www.iana.org/domains/root/db/lotto.html
.mini,generic,Bayerische Motoren Werke Aktiengesellschaft,2016-01-27,2014-06-05,https://www.iana.org/domains/root/db/mini.html
.physio,generic,PhysBiz Pty Ltd,2015-03-12,2014-06-05,https://www.iana.org/domains/root/db/physio.html
.place,generic,"Snow Galley, LLC",2015-06-29,2014-06-05,https://www.iana.org/domains/root/db/place.html
.scot,generic,Dot Scot Registry Limited,2015-03-31,2014-06-05,https://www.iana.org/domains/root/db/scot.html
.vlaanderen,generic,DNS.be vzw,2015-12-21,2014-06-05,https://www.iana.org/domains/root/db/vlaanderen.html
.手机,generic,"Beijing RITT-Net Technology Development Co., Ltd",2016-02-22,2014-06-05,https://www.iana.org/domains/root/db/xn--kput3i.html
.boo,generic,Charleston Road Registry Inc.,2016-01-29,2014-06-12,https://www.iana.org/domains/root/db/boo.html
.dad,generic,Charleston Road Registry Inc.,2016-01-29,2014-06-12,https://www.iana.org/domains/root/db/dad.html
.day,generic,Charleston Road Registry Inc.,2016-02-06,2014-06-12,https://www.iana.org/domains/root/db/day.html
.eat,generic,Charleston Road Registry Inc.,2016-03-18,2014-06-12,https://www.iana.org/domains/root/db/eat.html
.green,generic,Afilias Limited,2014-06-19,2014-06-12,https://www.iana.org/domains/root/db/green.html
.here,generic,Charleston Road Registry Inc.,2016-03-03,2014-06-12,https://www.iana.org/domains/root/db/here.html
.how,generic,Charleston Road Registry Inc.,2016-02-19,2014-06-12,https://www.iana.org/domains/root/db/how.html
.ing,generic,Charleston Road Registry Inc.,2016-03-18,2014-06-12,https://www.iana.org/domains/root/db/ing.html
.meme,generic,Charleston Road Registry Inc.,2016-03-18,2014-06-12,https://www.iana.org/domains/root/db/meme.html
.mov,generic,Charleston Road Registry Inc.,2016-03-18,2014-06-12,https://www.iana.org/domains/root/db/mov.html
.new,generic,Charleston Road Registry Inc.,2016-03-18,2014-06-12,https://www.iana.org/domains/root/db/new.html
.whoswho,generic,Who's Who Registry,2015-01-08,2014-06-12,https://www.iana.org/domains/root/db/whoswho.html
.active,generic,"The Active Network, Inc",2014-06-26,2014-06-19,https://www.iana.org/domains/root/db/active.html
.cancerresearch,generic,Australian Cancer Research Foundation,2014-07-03,2014-06-19,https://www.iana.org/domains/root/db/cancerresearch.html
.cuisinella,generic,SALM S.A.S.,2015-10-14,2014-06-19,https://www.iana.org/domains/root/db/cuisinella.html
.schmidt,generic,SALM S.A.S.,2015-10-14,2014-06-19,https://www.iana.org/domains/root/db/schmidt.html
.spiegel,generic,SPIEGEL-Verlag Rudolf Augstein GmbH & Co. KG,2016-01-29,2014-06-19,https://www.iana.org/domains/root/db/spiegel.html
.lgbt,generic,Afilias Limited,2014-07-18,2014-06-26,https://www.iana.org/domains/root/db/lgbt.html
.otsuka,generic,"Otsuka Holdings Co., Ltd.",2015-10-14,2014-06-26,https://www.iana.org/domains/root/db/otsuka.html
.scb,generic,"The Siam Commercial Bank Public Company Limited (""SCB"")",2014-08-01,2014-06-26,https://www.iana.org/domains/root/db/scb.html
.suzuki,generic,SUZUKI MOTOR CORPORATION,2016-06-22,2014-06-26,https://www.iana.org/domains/root/db/suzuki.html
.city,generic,"Snow Sky, LLC",2015-06-29,2014-07-03,https://www.iana.org/domains/root/db/city.html
.deals,generic,"Sand Sunset, LLC",2015-06-29,2014-07-03,https://www.iana.org/domains/root/db/deals.html
.gent,generic,Combell nv,2015-10-22,2014-07-03,https://www.iana.org/domains/root/db/gent.html
.ltda,generic,InterNetX Corp.,2015-09-28,2014-07-03,https://www.iana.org/domains/root/db/ltda.html
.melbourne,generic,"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation",2015-11-27,2014-07-03,https://www.iana.org/domains/root/db/melbourne.html
.tatar,generic,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""",2015-11-26,2014-07-03,https://www.iana.org/domains/root/db/tatar.html
.williamhill,generic,William Hill Organization Limited,2014-07-28,2014-07-03,https://www.iana.org/domains/root/db/williamhill.html
.рус,generic,Rusnames Limited,2015-01-28,2014-07-03,https://www.iana.org/domains/root/db/xn--p1acf.html
.abogado,generic,Top Level Domain Holdings Limited,2016-04-16,2014-07-10,https://www.iana.org/domains/root/db/abogado.html
.datsun,generic,"NISSAN MOTOR CO., LTD.",2016-04-18,2014-07-10,https://www.iana.org/domains/root/db/datsun.html
.infiniti,generic,"NISSAN MOTOR CO., LTD.",2015-10-14,2014-07-10,https://www.iana.org/domains/root/db/infiniti.html
.krd,generic,KRG Department of Information Technology,2015-10-08,2014-07-10,https://www.iana.org/domains/root/db/krd.html
.lacaixa,generic,CAIXA D'ESTALVIS I PENSIONS DE BARCELONA,2014-07-18,2014-07-10,https://www.iana.org/domains/root/db/lacaixa.html
.ngo,generic,Public Interest Registry,2016-05-09,2014-07-10,https://www.iana.org/domains/root/db/ngo.html
.nissan,generic,"NISSAN MOTOR CO., LTD.",2015-10-14,2014-07-10,https://www.iana.org/domains/root/db/nissan.html
.nra,generic,"NRA Holdings Company, INC.",2014-07-18,2014-07-10,https://www.iana.org/domains/root/db/nra.html
.ong,generic,Public Interest Registry,2016-05-09,2014-07-10,https://www.iana.org/domains/root/db/ong.html
.scholarships,generic,"Scholarships.com, LLC",2015-04-02,2014-07-10,https://www.iana.org/domains/root/db/scholarships.html
.wedding,generic,Top Level Domain Holdings Limited,2016-04-16,2014-07-10,https://www.iana.org/domains/root/db/wedding.html
.yandex,generic,"YANDEX, LLC",2014-07-18,2014-07-10,https://www.iana.org/domains/root/db/yandex.html
.sca,generic,SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ),2016-02-22,2014-07-17,https://www.iana.org/domains/root/db/sca.html
